PPD name,count,svc_id
pulmonary|ventilation and oxygenation|oxygen therapy (< 40%)|face mask,19,693
renal|disorder of acid base|metabolic acidosis|severe,19,694
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Neurology|Hemorrhage/hematoma, intracranial",19,695
hematology|red blood cell disorders|blood product administration|packed red blood cells,19,696
gastrointestinal|intestinal disease|vascular insufficiency of intestine|due to extrinsic compression,19,697
surgery|analgesics /sedatives/ nmbs|analgesics|continuous parenteral analgesics,19,698
surgery|wounds / temperature|antipyretics|acetaminophen,19,699
pulmonary|respiratory failure|acute respiratory failure|etiology unknown,19,700
pulmonary|disorders of the airways|COPD|severe,18,701
burns/trauma|trauma - skeletal|bone fracture(s)|pelvis,18,702
admission diagnosis|Additional APACHE  Information|Number of grafts performed|3,18,703
neurologic|disorders of vasculature|stroke|ischemic stroke|atheroembolic,18,704
burns/trauma|trauma - skeletal|bone fracture(s)|lumbar spine,18,705
cardiovascular|myocardial ischemia / infarction|calcium channel blocker,18,706
pulmonary|medications|bronchodilator|beta-agonist|levalbuterol (Xopenex),18,707
cardiovascular|hypertension|ACE inhibitor,18,708
gastrointestinal|GI bleeding / PUD|peptic ulcer disease,18,709
cardiovascular|non-operative procedures|implantation of heart pacemaker|permanent,18,710
cardiovascular|non-operative procedures|implantation of heart pacemaker,18,711
cardiovascular|ventricular dysfunction|nitroglycerin,18,712
cardiovascular|arrhythmias|anticoagulant administration|low molecular weight heparin|enoxaparin,18,713
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Cardiovascular|Chest pain, unknown origin",18,714
pulmonary|ventilation and oxygenation|mechanical ventilation|synchronized intermittent,18,715
renal|dialysis|C V V H D,18,716
renal|intravenous fluid|normal saline administration|fluid bolus (250-1000mls),18,717
infectious diseases|systemic/other infections|fever|infection related,18,718
admission diagnosis|Non-operative Organ Systems|Organ System|Hematology,18,719
cardiovascular|myocardial ischemia / infarction|analgesics,18,720
gastrointestinal|hepatic disease|hepatic failure,18,721
hematology|bleeding and red blood cell disorders|hemorrhage,18,722
infectious diseases|medications|therapeutic antibacterials|penicillins,18,723
cardiovascular|cardiac arrest|cardiac arrest|initial rhythm: pulseless electrical activity,17,724
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Metabolic/Endocrine|Diabetic hyperglycemic hyperosmolar nonketotic coma (HHNC),17,725
admission diagnosis|All Diagnosis|Operative|Diagnosis|Cardiovascular|Aortic valve replacement (isolated),17,726
cardiovascular|shock|vasopressors|epinephrine <= 0.1 micrograms/kg/min,17,727
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Cardiovascular|Sepsis, cutaneous/soft tissue",17,728
cardiovascular|ventricular dysfunction|alpha/beta blocker|carvedilol,17,729
gastrointestinal|nutrition|feeding tube|nasogastric,17,730
neurologic|post-neurosurgery|post craniotomy|for hemorrhage,17,731
"pulmonary|disorders of vasculature|pulmonary embolism|radiographically demonstrated, spiral CT",17,732
endocrine|consultations|Endocrinology consultation,17,733
gastrointestinal|medications|laxatives|enema,17,734
"infectious diseases|skin, bone and joint infections|infectious dermatitis",17,735
neurologic|disorders of vasculature|stroke|ischemic stroke|right sided,17,736
surgery|infection|prophylactic antibacterials|for surgery|cephalosporin,17,737
pulmonary|medications|glucocorticoid administration|inhaled,17,738
hematology|coagulation and platelets|blood product administration|packed red blood cells,17,739
neurologic|pain / agitation / altered mentation|analgesics|non-narcotic analgesic,17,740
cardiovascular|ventricular disorders|hypertension|uncontrolled,17,741
cardiovascular|vascular disorders|peripheral vascular ischemia,17,742
gastrointestinal|hepatic disease|hepatic encephalopathy,17,743
pulmonary|respiratory failure|acute respiratory failure due to volume overload without CHF,17,744
renal|electrolyte correction|treatment of hyperkalemia|kayexalate,17,745
endocrine|glucose metabolism|diabetes mellitus|Type I,17,746
neurologic|consultations|Physical medicine consultation,17,747
cardiovascular|chest pain / ASHD|acute coronary syndrome|anterior wall,17,748
"infectious diseases|skin, bone and joint infections|cellulitis",17,749
infectious diseases|medications|anti-protozoal therapy|for malaria|doxycycline,17,750
neurologic|seizure therapy|anticonvulsant|phenytoin,17,751
gastrointestinal|abdominal/ general|transaminase elevation,17,752
admission diagnosis|Operative Organ Systems|Organ System|Genitourinary,17,753
gastrointestinal|medications|stress ulcer prophylaxis|esomeprazole,17,754
pulmonary|surgery / incision and drainage of thorax|insertion of thoracostomy tube|for drainage of effusion,17,755
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Respiratory|Embolus, pulmonary",17,756
pulmonary|vascular disorders|VTE prophylaxis|conventional heparin therapy,17,757
cardiovascular|intravenous fluid|hypotonic fluid administration|D5 half-normal saline,16,758
pulmonary|radiologic procedures / bronchoscopy|non-invasive testing for DVT,16,759
pulmonary|respiratory failure|acute respiratory failure|due to increased CO2 production,16,760
neurologic|therapy for controlling cerebral perfusion pressure|antihypertensive drug|hydralazine,16,761
renal|electrolyte imbalance|hyperkalemia|moderate ( 5.5 -6.1 meq/dl),16,762
surgery|intravenous fluids / electrolytes|normal saline administration,16,763
neurologic|seizures|seizures|from Etoh withdrawal,16,764
renal|disorder of acid base|metabolic acidosis|increased anion gap,16,765
endocrine|fluids and electrolytes|hyponatremia,16,766
gastrointestinal|endoscopy/gastric instrumentation|nasogastric tube,16,767
toxicology|drug overdose|drug levels|serum drug levels,16,768
gastrointestinal|abdominal/ general|hyperbilirubinemia,16,769
neurologic|altered mental status / pain|agitation|mild,16,770
gastrointestinal|malnutrition|nutritional deficiency|moderate,16,771
gastrointestinal|esophageal disease|esophagitis|regurgitant,16,772
surgery|analgesics /sedatives/ nmbs|sedative agent|lorazepam,16,773
renal|disorder of urinary tract / renal system infection|perinephric abscess,16,774
hematology|bleeding and red blood cell disorders|anemia|multifactorial anemia,16,775
neurologic|seizures|seizures|primary seizure disorder,16,776
surgery|GI therapies|stress ulcer prophylaxis|proton pump inhibitor,16,777
oncology|GU tumors|prostate CA,16,778
endocrine|glucose metabolism|glucose|D10W,16,779
hematology|coagulation and platelets|blood product administration|platelet concentrate,16,780
gastrointestinal|medications|laxatives|lactulose,16,781
admission diagnosis|Additional APACHE  Information|Acute MI location|anterior,16,782
gastrointestinal|endoscopy/gastric instrumentation|feeding tube|PEG,16,783
pulmonary|medications|glucocorticoid administration|oral,16,784
pulmonary|surgery / incision and drainage of thorax|insertion of thoracostomy tube,16,785
cardiovascular|ventricular dysfunction|vasodilator|nicardipine,16,786
cardiovascular|non-operative procedures|intraaortic balloon pump removal,16,787
cardiovascular|post vascular surgery|s/p aneurysm resection/repair abdominal aorta,15,788
neurologic|post-neurosurgery|post spinal surgery|thoracic,15,789
pulmonary|respiratory failure|acute respiratory failure|due to obstructive lung disease,15,790
neurologic|pain / agitation / altered mentation|antidepressant,15,791
renal|abnormality of urine quantity or quality|hematuria,15,792
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Respiratory|Obstruction-airway (i.e., acute epiglottitis, post-extubation edema, foreign body, etc)",15,793
neurologic|pain / agitation / altered mentation|SSRI administration,15,794
neurologic|neuromuscular disorders|motor neuropathy|multiple sclerosis,15,795
neurologic|disorders of vasculature|stroke|hemorrhagic stroke|subarachnoid hemorrhage|from ruptured AV malformation,15,796
burns/trauma|trauma - chest|chest wall trauma,15,797
admission diagnosis|Operative Organ Systems|Organ System|Trauma,15,798
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Trauma|Head only trauma,15,799
cardiovascular|ventricular disorders|hypertension|hypertensive emergency/urgency,15,800
endocrine|intravenous fluid administration|normal saline administration|aggressive volume resuscitation (>250 mls/hr),15,801
pulmonary|disorders of the airways|hypoxemia,15,802
gastrointestinal|medications|stress ulcer prophylaxis|sucralfate,15,803
neurologic|misc|headache,15,804
"gastrointestinal|radiology, diagnostic and procedures|bleeding scan",15,805
cardiovascular|chest pain / ASHD|acute coronary syndrome|unstable angina,15,806
surgery|pulmonary therapies|oxygen therapy (40% to 60%),15,807
gastrointestinal|medications|prokinetic agent|metoclopramide,15,808
gastrointestinal|GI bleeding / PUD|upper GI bleeding|gastric,15,809
neurologic|pain / agitation / altered mentation|analgesics|neuraxial analgesics,15,810
renal|disorder of acid base|metabolic acidosis|ketoacidosis/diabetic,15,811
neurologic|post-neurosurgery|post neurointerventional procedure,15,812
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Cardiovascular|Hypovolemia (including dehydration, Do not include shock states)",15,813
gastrointestinal|medications|stress ulcer prophylaxis|lansoprazole,15,814
burns/trauma|trauma - skeletal|bone fracture(s)|ribs|closed,15,815
surgery|pulmonary therapies|bronchodilator,15,816
gastrointestinal|nutrition|parenteral feeds,15,817
cardiovascular|arrhythmias|beta blocker,15,818
infectious diseases|medications|therapeutic antibacterials|linezolid,15,819
gastrointestinal|endoscopy/gastric instrumentation|nasogastric tube|with suction,15,820
cardiovascular|ventricular dysfunction|oral diuretic|po furosemide,15,821
infectious diseases|GI infections|enteritis|C. difficile colitis,15,822
surgery|glucose control|insulin,14,823
neurologic|altered mental status / pain|depression|moderate,14,824
pulmonary|medications|anticoagulant administration|low molecular weight heparin|enoxaparin,14,825
pulmonary|medications|antibacterials|carbapenem|meropenem,14,826
endocrine|glucose metabolism|DKA|with altered mental status,14,827
cardiovascular|chest pain / ASHD|acute coronary syndrome|acute myocardial infarction (with ST elevation)|inferior wall,14,828
cardiovascular|myocardial ischemia / infarction|antihyperlipidemic agent|HMG-CoA reductase inhibitor|pravastatin,14,829
cardiovascular|arrhythmias|electrolyte administration|intravenous,14,830
infectious diseases|cultures / immuno-assays|cultures|CSF,14,831
neurologic|CNS mass lesions|brain tumor|glioblastoma multiforme,14,832
gastrointestinal|intestinal disease|GI obstruction / ileus|small bowel obstruction|incarcerated hernia,14,833
neurologic|disorders of vasculature|cerebral subdural hematoma|secondary to anticoagulation,14,834
cardiovascular|arrhythmias|antiarrhythmics|class II antiarrhythmic|esmolol,14,835
cardiovascular|arrhythmias|ventricular fibrillation,14,836
oncology|GU tumors|bladder CA,14,837
admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Thoracotomy for lung cancer,14,838
gastrointestinal|GI bleeding / PUD|upper GI bleeding|varices,14,839
cardiovascular|vascular disorders|anticoagulant administration|low molecular weight heparin|enoxaparin,14,840
pulmonary|disorders of acid base|respiratory acidosis,14,841
cardiovascular|arrhythmias|anticoagulant administration|conventional heparin therapy|intravenous,14,842
gastrointestinal|intravenous fluid administration|blood product administration|packed red blood cells,14,843
hematology|transfusion medicine|transfusion reaction,14,844
pulmonary|pulmonary infections|pneumonia|aspiration pneumonitis,14,845
renal|disorder of acid base|metabolic alkalosis,14,846
hematology|coagulation and platelets|blood product administration|packed red blood cells|transfusion of > 2 units prbc's,14,847
neurologic|consultations|Neuroradiology consultation,14,848
admission diagnosis|Additional APACHE  Information|Pre-op MI during current hospitalization|No,14,849
gastrointestinal|medications|analgesics|non-narcotic analgesic,14,850
general|other syndromes|syncope,14,851
cardiovascular|ventricular disorders|congestive heart failure|decompensated,14,852
cardiovascular|arrhythmias|electrolyte administration|oral,14,853
neurologic|procedures / diagnostics|neurosurgery|therapeutic craniotomy,14,854
gastrointestinal|medications|stress ulcer prophylaxis|antacids,14,855
surgery|GI therapies|stress ulcer prophylaxis|proton pump inhibitor|pantoprazole IV,13,856
neurologic|ICH/ cerebral infarct|thrombolytics|alteplase,13,857
pulmonary|disorders of the airways|acute COPD exacerbation|with baseline hypercarbia,13,858
pulmonary|pulmonary infections|pneumonia|community-acquired|bacterial,13,859
gastrointestinal|post-GI surgery|s/p surgery for cancer,13,860
renal|disorder of acid base|metabolic acidosis|moderate,13,861
neurologic|disorders of vasculature|stroke|hemorrhagic stroke|left sided,13,862
pulmonary|medications|sedative|dexmedetomidine,13,863
infectious diseases|procedures|vascular catheter placement|arterial,13,864
cardiovascular|arrhythmias|anticoagulant administration|low molecular weight heparin,13,865
renal|disorder of acid base|respiratory acidosis,13,866
cardiovascular|shock / hypotension|sepsis|sepsis with single organ dysfunction- circulatory system failure,13,867
admission diagnosis|Additional APACHE  Information|Pre-op cardiac catheterization during this hospitalization|Yes,13,868
cardiovascular|myocardial ischemia / infarction|anticoagulant administration|coumadin,13,869
toxicology|drug overdose|acetaminophen overdose,13,870
pulmonary|surgery / incision and drainage of thorax|insertion of thoracostomy tube|for drainage of air,13,871
neurologic|procedures / diagnostics|angiogram|with embolization,13,872
infectious diseases|cultures / immuno-assays|cultures|urine|voided,13,873
neurologic|procedures / diagnostics|angiogram|with coiling,13,874
pulmonary|disorders of the airways|upper respiratory obstruction|due to angioedema,13,875
renal|medications|oral diuretic|po furosemide,13,876
"gastrointestinal|radiology, diagnostic and procedures|ultrasonography",13,877
"gastrointestinal|radiology, diagnostic and procedures|paracentesis",13,878
cardiovascular|vascular disorders|IVC filter,13,879
"gastrointestinal|radiology, diagnostic and procedures|CT scan|with IV contrast",13,880
hematology|bleeding and red blood cell disorders|anemia|anemia of renal disease,13,881
neurologic|altered mental status / pain|encephalopathy|post-anoxic,13,882
hematology|white blood cell disorders|leukocytosis|neutrophilia,13,883
gastrointestinal|abdominal/ general|constipation,13,884
gastrointestinal|medications|antiemetic|metoclopramide,13,885
endocrine|glucose metabolism|hyperglycemia|corticosteroid related,13,886
cardiovascular|shock|intraaortic balloon pump,13,887
neurologic|pain / agitation / altered mentation|analgesics|non-narcotic analgesic|ketorolac,13,888
pulmonary|respiratory failure|acute respiratory failure|drug related,13,889
cardiovascular|non-operative procedures|defibrillation,13,890
neurologic|neuromyopathy therapy|monitor vital capacities for deterioration,13,891
cardiovascular|vascular surgery|aneurysm resection / repair,13,892
neurologic|procedures / diagnostics|MRI - spine,13,893
"admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|GI perforation/rupture, surgery for",13,894
gastrointestinal|medications|stress ulcer prophylaxis|ranitidine,13,895
gastrointestinal|nutrition|parenteral feeds|intralipid,13,896
cardiovascular|ventricular disorders|hypertension|controlled,13,897
infectious diseases|medications|antifungal therapy,13,898
gastrointestinal|intestinal disease|GI obstruction / ileus|small bowel obstruction,13,899
gastrointestinal|GI bleeding / PUD|upper GI bleeding|ulcer,13,900
burns/trauma|trauma - skeletal|bone fracture(s)|pelvis|closed,13,901
renal|disorder of urinary tract / renal system infection|obstructive uropathy,13,902
pulmonary|ventilation and oxygenation|mechanical ventilation|pressure controlled,12,903
burns/trauma|trauma - skeletal|bone fracture(s)|right lower extremity|fibula,12,904
gastrointestinal|intestinal disease|enteritis|diverticulitis of colon,12,905
neurologic|pain / agitation / altered mentation|analgesics|non-narcotic analgesic|ibuprofen,12,906
gastrointestinal|medications|prokinetic agent,12,907
cardiovascular|ventricular disorders|congestive heart failure|diastolic|chronic,12,908
admission diagnosis|Additional APACHE  Information|Acute MI location|inferior,12,909
surgery|orthopedic surgery|s/p hip surgery|replacement,12,910
hematology|white blood cell disorders|neutropenia|from chemotherapy,12,911
surgery|infection|therapeutic antibacterials|first generation cephalosporin|cefazolin,12,912
hematology|coagulation and platelets|blood product administration|packed red blood cells|transfusion of 1-2 units prbc's,12,913
cardiovascular|post vascular surgery|s/p vascular bypass,12,914
pulmonary|medications|antibacterials|quinolone|ciprofloxacin,12,915
pulmonary|ventilation and oxygenation|oxygen therapy (< 40%)|trach collar,12,916
cardiovascular|arrhythmias|anticoagulant administration,12,917
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Neurology|Overdose, alcohols (bethanol, methanol, ethylene glycol)",12,918
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Cardiovascular|Sepsis, other",12,919
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Respiratory|Effusions, pleural",12,920
gastrointestinal|hepatic disease|hepatic dysfunction|acute,12,921
endocrine|adrenal disorders|glucocorticoids|prednisone,12,922
burns/trauma|trauma - skeletal|bone fracture(s)|left lower extremity|fibula,12,923
burns/trauma|trauma - skeletal|bone fracture(s)|ilium,12,924
toxicology|drug overdose|drug overdose- general|suicide attempt,12,925
surgery|pulmonary therapies|CPAP/PEEP therapy,12,926
neurologic|disorders of the spinal cord and peripheral nervous system|paraplegia-partial,12,927
burns/trauma|trauma - skeletal|bone fracture(s)|left lower extremity|tibia,12,928
toxicology|drug overdose|narcotic overdose|with decreased mental status,12,929
pulmonary|disorders of the airways|COPD|moderate,12,930
pulmonary|radiologic procedures / bronchoscopy|CT scan|without contrast,12,931
pulmonary|trauma|lung trauma|left,12,932
gastrointestinal|intravenous fluid administration|blood product administration|fresh frozen plasma,12,933
renal|intravenous fluid|hypotonic fluid administration|D5 half-normal saline,12,934
hematology|red blood cell disorders|vitamin B12,12,935
gastrointestinal|intravenous fluid administration|Lactated Ringer's administration,12,936
burns/trauma|trauma - skeletal|bone fracture(s)|sternum,12,937
cardiovascular|hypertension|angiotensin II receptor blocker (ARB)|losartan,12,938
surgery|tubes and catheters|feeding tube|jejunal,12,939
gastrointestinal|medications|antibiotics|linezolid (Zyvox),12,940
burns/trauma|trauma - skeletal|bone fracture(s)|pubis,12,941
pulmonary|respiratory failure|acute respiratory failure|due to pulmonary infiltrates,12,942
cardiovascular|myocardial ischemia / infarction|anticoagulant administration|conventional heparin therapy,12,943
burns/trauma|trauma - skeletal|bone fracture(s)|right lower extremity|tibia,12,944
gastrointestinal|post-GI surgery|s/p jejeunostomy,12,945
renal|intravenous fluid|Lactated Ringer's administration|fluid bolus (250-1000mls),12,946
infectious diseases|medications|therapeutic antibacterials|monobactam|aztreonam,12,947
cardiovascular|cardiac surgery|valve repair >= 7 days|aortic / mitral,12,948
renal|dialysis|insertion of venous catheter for hemodialysis,12,949
renal|medications|oral diuretic|spironolactone,12,950
cardiovascular|vascular disorders|pulmonary embolism,12,951
gastrointestinal|GI bleeding / PUD|upper GI bleeding|etiology unknown,12,952
neurologic|CNS mass lesions|brain tumor|with hydrocephalus,12,953
surgery|tubes and catheters|feeding tube|surgically placed,12,954
renal|fluid imbalance|third spacing,12,955
renal|electrolyte correction|treatment of hyperkalemia|alkalinization,12,956
pulmonary|trauma|lung trauma|right,12,957
pulmonary|trauma|lung trauma|with contusion of lung,12,958
neurologic|CNS mass lesions|brain tumor|metastatic brain tumor,12,959
pulmonary|medications|glucocorticoid administration|stress doses,11,960
cardiovascular|arrhythmias|antiarrhythmics|class IV antiarrhythmic|verapamil,11,961
cardiovascular|non-operative procedures|cardioversion|electrical,11,962
surgery|cardiac therapies|inotropic agent|milrinone,11,963
infectious diseases|cultures / immuno-assays|cultures|sputum|AFB,11,964
"infectious diseases|skin, bone and joint infections|wound infection",11,965
cardiovascular|ventricular dysfunction|inotropic agent|digoxin,11,966
gastrointestinal|intravenous fluid administration|normal saline administration|aggressive volume resuscitation (>250 mls/hr),11,967
neurologic|post-neurosurgery|post craniotomy|for tumor,11,968
hematology|red blood cell disorders|blood product administration|packed red blood cells|transfusion of > 2 units prbc's,11,969
surgery|glucose control|insulin|continuous infusion,11,970
pulmonary|pleural disorders|pleural effusion|due to heart failure,11,971
oncology|chest tumors|breast CA,11,972
gastrointestinal|abdominal/ general|peritonitis|due to bowel perforation|spontaneous,11,973
endocrine|fluids and electrolytes|hyperkalemia,11,974
cardiovascular|vascular surgery|carotid endarterectomy,11,975
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Respiratory|Pneumonia, other",11,976
cardiovascular|ventricular dysfunction|intravenous diuretic|IV diuretic - bolus infusion,11,977
neurologic|post-neurosurgery|post spinal surgery|cervical,11,978
burns/trauma|trauma - CNS|intracranial injury|with subdural hematoma,11,979
cardiovascular|arrhythmias|atrial fibrillation|with hemodynamic compromise,11,980
cardiovascular|ventricular dysfunction|oral diuretic,11,981
gastrointestinal|endoscopy/gastric instrumentation|nasogastric tube|insertion,11,982
renal|disorder of urinary tract / renal system infection|lower urinary tract infection|with in-dwelling catheter,11,983
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Gastrointestinal|Pancreatitis,11,984
surgery|intravenous fluids / electrolytes|blood product administration,11,985
oncology|medications|chemotherapy,11,986
burns/trauma|skin care|dressing change,11,987
infectious diseases|systemic/other infections|HIV positive,11,988
gastrointestinal|medications|stress ulcer treatment|sucralfate,11,989
pulmonary|ventilation and oxygenation|mechanical ventilation|non-invasive ventilation|face mask,11,990
pulmonary|medications|antibacterials|monobactam|aztreonam,11,991
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Respiratory|Asthma,11,992
neurologic|misc|Parkinson's disease,11,993
gastrointestinal|endoscopy/gastric instrumentation|feeding tube|jejunal,11,994
neurologic|seizures|seizures|generalized tonic -clonic,11,995
renal|dialysis|hemodialysis|for acute renal failure,11,996
hematology|red blood cell disorders|blood product administration,11,997
infectious diseases|chest/pulmonary infections|pneumonia|aspiration,11,998
pulmonary|surgery / incision and drainage of thorax|thoracoscopic procedure|lung tissue biopsy,11,999
oncology|hematologic malignancy|leukemia|chronic lymphocytic,11,1000
surgery|infection|prophylactic antibacterials|for surgery,11,1001
pulmonary|medications|antifungal therapy|fluconazole,11,1002
cardiovascular|arrhythmias|cardioversion,11,1003
pulmonary|medications|bronchodilator|leukotriene receptor antagonists,11,1004
gastrointestinal|hepatic disease|hepatic dysfunction|chronic,11,1005
cardiovascular|cardiac surgery|valve replacement < 7days,11,1006
endocrine|glucose metabolism|hyperosmolar nonketotic coma,11,1007
infectious diseases|GU infections|lower urinary tract infection|likely bacterial,11,1008
neurologic|altered mental status / pain|pain|mild,11,1009
cardiovascular|arrhythmias|atrial fibrillation|without hemodynamic compromise,11,1010
infectious diseases|vascular infections|endocarditis - native valve,10,1011
neurologic|disorders of the spinal cord and peripheral nervous system|spinal cord compression,10,1012
neurologic|neuromyopathy therapy|systemic glucocorticoid|prednisone,10,1013
renal|electrolyte correction|treatment of hyperkalemia|intravenous diuretics,10,1014
pulmonary|surgery / incision and drainage of thorax|tracheostomy|percutaneous,10,1015
pulmonary|pleural disorders|pleural effusion|large,10,1016
pulmonary|medications|anticoagulant administration|conventional heparin therapy|intravenous,10,1017
hematology|bleeding and red blood cell disorders|hemorrhage|related to anticoagulation,10,1018
neurologic|neuromyopathy therapy|systemic glucocorticoid|methylprednisolone,10,1019
pulmonary|pulmonary infections|pneumonia|community-acquired|atypical organism likely,10,1020
cardiovascular|ventricular disorders|congestive heart failure|right-sided,10,1021
neurologic|ICH/ cerebral infarct|antihypertensives,10,1022
cardiovascular|cardiac surgery|CABG and valve,10,1023
pulmonary|disorders of the airways|bronchitis,10,1024
neurologic|pain / agitation / altered mentation|narcotic antagonist,10,1025
pulmonary|medications|anticoagulant administration|conventional heparin therapy,10,1026
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Cardiovascular|Cardiovascular medical, other",10,1027
neurologic|disorders of the spinal cord and peripheral nervous system|paraplegia-complete,10,1028
pulmonary|radiologic procedures / bronchoscopy|CT scan|spiral CT,10,1029
pulmonary|disorders of the airways|obstruction of trachea / bronchus,10,1030
cardiovascular|myocardial ischemia / infarction|analgesics|non-narcotic analgesic|acetaminophen,10,1031
toxicology|drug overdose|drug levels|urinary drug levels,10,1032
"infectious diseases|skin, bone and joint infections|shingles",10,1033
neurologic|neuromyopathy therapy|systemic glucocorticoid|dexamethasone,10,1034
cardiovascular|cardiac surgery|implantation of LVAD,10,1035
cardiovascular|intravenous fluid|blood product administration,10,1036
burns/trauma|trauma - CNS|spinal cord injury|cervical,10,1037
neurologic|disorders of vasculature|stroke|hemorrhagic stroke|subarachnoid hemorrhage,10,1038
gastrointestinal|nutrition|enteral feeds|nutritional supplement,10,1039
gastrointestinal|endoscopy/gastric instrumentation|fiberoptic colonoscopy,10,1040
cardiovascular|ventricular disorders|congestive heart failure|left-sided|EF < 25%,10,1041
cardiovascular|vascular disorders|DVT|right lower extremity,10,1042
pulmonary|surgery / incision and drainage of thorax|thoracentesis|diagnostic,10,1043
cardiovascular|shock|inotropic agent|norepinephrine <= 0.1 micrograms/kg/min,10,1044
cardiovascular|chest pain / ASHD|acute coronary syndrome|s/p PTCA|with angioplasty,10,1045
renal|electrolyte correction|treatment of hyperkalemia|intravenous calcium,10,1046
cardiovascular|vascular disorders|arterial thromboembolism|kidney,10,1047
burns/trauma|dermatology|pressure sore,10,1048
gastrointestinal|abdominal/ general|abdominal pain / tenderness|generalized,10,1049
toxicology|drug overdose|mechanical ventilation,10,1050
admission diagnosis|Additional APACHE  Information|PTCA done within 24 hours|Stent,10,1051
burns/trauma|trauma - CNS|spinal cord injury|thoracic,10,1052
neurologic|post-neurosurgery|post spinal surgery|lumbar,10,1053
endocrine|intravenous fluid administration|normal saline administration|moderate volume resuscitation (150-250 mls/hr),10,1054
infectious diseases|procedures|surgical debridement|in OR,10,1055
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Cardiovascular|Cardiomyopathy,10,1056
cardiovascular|arrhythmias|bradycardia|sinus,10,1057
cardiovascular|vascular disorders|peripheral vascular ischemia|atherosclerotic thrombo-occlusion,10,1058
renal|disorder of kidney|acute renal failure|due to rhabdomyolysis,10,1059
neurologic|therapy for controlling cerebral perfusion pressure|neuromuscular blocking agent|cisatracurium,9,1060
cardiovascular|ventricular dysfunction|vasodilator|hydralazine,9,1061
admission diagnosis|Additional APACHE  Information|Number of grafts performed|4,9,1062
infectious diseases|medications|therapeutic antibacterials|fourth generation cephalosporin,9,1063
burns/trauma|trauma - chest|lung trauma|right,9,1064
cardiovascular|post vascular surgery|s/p aneurysm resection/repair,9,1065
endocrine|adrenal disorders|hypotension / pressor dependent,9,1066
gastrointestinal|nutrition|feeding tube|oral gastric,9,1067
cardiovascular|ventricular disorders|cardiomyopathy|dilated,9,1068
neurologic|pain / agitation / altered mentation|antidepressant|trazodone (Desyrel),9,1069
cardiovascular|other therapies|antibacterials|third generation cephalosporin|ceftriaxone,9,1070
neurologic|procedures / diagnostics|neurosurgery,9,1071
pulmonary|vascular disorders|IVC filter,9,1072
hematology|red blood cell disorders|folate,9,1073
cardiovascular|vascular disorders|DVT,9,1074
cardiovascular|hypertension|ACE inhibitor|enalapril,9,1075
surgery|cardiac therapies|vasopressors,9,1076
surgery|analgesics /sedatives/ nmbs|sedative agent|propofol,9,1077
infectious diseases|systemic/other infections|bacteremia|gram postive coccus,9,1078
cardiovascular|intravenous fluid|hypotonic fluid administration,9,1079
cardiovascular|myocardial ischemia / infarction|glycoprotein IIB/IIIA inhibitor|eptifibatide,9,1080
"admission diagnosis|All Diagnosis|Operative|Diagnosis|Neurology|Neoplasm-cranial, surgery for (excluding transphenoidal)",9,1081
toxicology|drug overdose|agent specific therapy|acetaminophen overdose|n-acetylcysteine,9,1082
neurologic|seizure therapy|anticonvulsant|valproate,9,1083
neurologic|ICH/ cerebral infarct|anticonvulsants,9,1084
neurologic|trauma - CNS|spinal cord injury|thoracic,9,1085
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Cardiovascular|Thrombus, arterial",9,1086
toxicology|drug overdose|overdose of unknown agent(s),9,1087
oncology|hematologic malignancy|lymphoproliferative disease|non-Hodgkin's lymphoma,9,1088
cardiovascular|cardiac arrest|cardiac arrest|un-witnessed,9,1089
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Metabolic/Endocrine|Hypoglycemia,9,1090
pulmonary|disorders of vasculature|pulmonary hemorrhage|due to trauma,9,1091
neurologic|seizure therapy|EEG monitoring,9,1092
burns/trauma|trauma|internal fixation,9,1093
pulmonary|surgery / incision and drainage of thorax|tracheostomy|performed during current admission for ventilatory support,9,1094
neurologic|altered mental status / pain|agitation|moderate,9,1095
surgery|analgesics /sedatives/ nmbs|analgesics|neuraxial analgesics,9,1096
neurologic|disorders of the spinal cord and peripheral nervous system|spinal tumor,9,1097
infectious diseases|medications|antiviral therapy,9,1098
infectious diseases|systemic/other infections|hematological effect of infection,9,1099
